Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
22.0,4.6,18.927584,72.832585,19.007584,72.912585,18-03-2022,21:55,22:10,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26
,,21.17106,72.789292,21.23106,72.849292,09-03-2022,,18:30,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21
32.0,4.7,23.214459,77.434976,23.274459,77.494976,15-02-2022,20:35,20:40,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,19
37.0,4.8,22.31279,73.170283,22.36279,73.220283,13-03-2022,23:20,23:35,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,18
25.0,4.8,0.0,0.0,0.01,0.01,05-04-2022,09:35,09:40,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,23
24.0,4.6,12.299524,76.64262,12.329524,76.67262,13-03-2022,23:25,23:30,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,15
29.0,4.6,12.970221,77.645396,13.000221,77.675396,15-03-2022,19:40,19:55,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39
26.0,4.9,26.846156,75.8023,26.956156,75.9123,18-03-2022,20:50,0.875,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29
32.0,5.0,22.695207,75.866059,22.755207,75.926059,05-04-2022,19:50,20:05,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,31
38.0,4.9,0.0,0.0,0.04,0.04,30-03-2022,0.666666667,16:05,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18
21.0,4.7,12.299524,76.64262,12.329524,76.67262,19-03-2022,17:20,17:35,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,19
26.0,4.9,13.044694,80.26147,13.134694,80.35147,04-03-2022,17:45,17:55,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31
21.0,4.9,21.160522,72.771477,21.290522,72.901477,02-03-2022,17:55,18:10,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27
36.0,4.7,9.982834,76.283268,10.002834,76.303268,11-02-2022,10:55,11:10,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22
36.0,4.3,23.374878,85.335739,23.464878,85.425739,23-03-2022,18:30,18:40,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,38
32.0,4.8,12.297954,76.665169,12.307954,76.675169,17-03-2022,09:10,09:25,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,26
36.0,4.7,17.424114,78.347554,17.434114,78.357554,21-03-2022,09:20,09:30,Sunny,Low,0,Drinks,motorcycle,0.0,No,,27
21.0,4.8,12.98041,77.640489,13.06041,77.720489,16-03-2022,0.916666667,22:10,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29
29.0,5.0,21.186608,72.794136,21.216608,72.824136,01-03-2022,21:25,21:30,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32
32.0,4.5,12.972793,80.249982,13.062793,80.339982,02-03-2022,22:10,22:25,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24
,,-13.086438,80.220672,13.116438,80.250672,17-03-2022,,24:15:00,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,18
38.0,4.7,12.337928,76.617889,12.397928,76.677889,26-03-2022,23:25,23:40,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,17
26.0,4.8,26.902908,75.792934,27.032908,75.922934,02-04-2022,21:40,21:45,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,15
37.0,5.0,17.429585,78.392621,17.439585,78.402621,15-03-2022,09:50,10:05,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,29
24.0,4.6,30.893234,75.82172,30.983234,75.91172,18-02-2022,20:15,20:30,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38
30.0,4.5,13.02978,80.208812,13.10978,80.288812,20-03-2022,22:50,22:55,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,28
21.0,4.5,26.846156,75.8023,26.876156,75.8323,07-03-2022,17:20,17:25,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,16
28.0,4.6,11.000762,76.981876,11.070762,77.051876,04-04-2022,19:30,19:35,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38
38.0,5.0,0.0,0.0,0.04,0.04,13-02-2022,16:50,16:55,Fog,Medium,1,Meal,motorcycle,0.0,No,Urban,18
35.0,4.6,23.355164,85.324097,23.375164,85.344097,21-03-2022,08:15,08:30,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,25
28.0,4.8,-30.893244,75.821817,30.933244,75.861817,17-02-2022,15:35,15:40,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,,21
29.0,4.7,11.003669,76.976494,11.093669,77.066494,25-03-2022,21:35,21:50,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,12
26.0,4.2,12.304569,76.643622,12.324569,76.663622,13-03-2022,09:20,09:25,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22
27.0,4.1,12.979166,77.640709,13.029166,77.690709,13-03-2022,0.916666667,22:15,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36
26.0,4.6,9.959778,76.296106,10.029778,76.366106,16-02-2022,19:10,19:25,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29
33.0,4.7,19.131141,72.813074,19.17114,72.853074,19-03-2022,12:20,12:35,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,27
27.0,4.6,0.0,0.0,0.03,0.03,28-03-2022,21:55,22:10,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21
32.0,4.7,12.972532,77.608179,12.982532,77.618179,07-03-2022,10:10,10:20,Fog,Low,2,Drinks,motorcycle,1.0,No,,16
36.0,4.6,0.0,0.0,0.05,0.05,13-02-2022,23:50,1,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,24
35.0,5.0,22.728163,75.884212,22.768163,75.924212,05-04-2022,0.541666667,13:10,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31
31.0,4.8,12.323994,76.626167,12.353994,76.656167,03-04-2022,22:45,22:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29
24.0,4.7,22.75004,75.902847,22.81004,75.962847,28-03-2022,0.958333333,23:10,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,18
29.0,4.8,18.51421,73.838429,18.53421,73.858429,24-03-2022,11:30,11:40,Sunny,High,1,Buffet,scooter,0.0,No,Urban,13
24.0,4.9,12.935662,77.61413,12.995662,77.67413,05-04-2022,17:50,0.75,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21
25.0,4.7,19.055831,72.833984,19.145831,72.923984,02-03-2022,20:20,20:35,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,10
30.0,4.2,30.890184,75.829615,30.980184,75.919615,18-02-2022,18:30,18:35,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,42
35.0,4.9,0.0,0.0,0.06,0.06,15-02-2022,21:25,21:40,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45
34.0,4.9,0.0,0.0,0.03,0.03,07-03-2022,23:30,23:45,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19
33.0,4.8,12.934365,77.616155,13.044365,77.726155,31-03-2022,18:30,18:35,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,30
37.0,4.7,22.727021,75.884167,22.787021,75.944167,13-03-2022,18:40,18:50,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34
31.0,4.2,23.374989,85.335486,23.464989,85.425486,02-04-2022,17:40,17:50,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37
22.0,4.8,18.536562,73.896485,18.606562,73.966485,08-03-2022,23:50,24:05:00,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,13
36.0,4.7,23.39925,85.390464,23.43925,85.430464,17-03-2022,16:45,16:50,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26
34.0,4.7,0.0,0.0,0.03,0.03,11-02-2022,18:35,18:40,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,20
30.0,5.0,12.352058,76.60665,12.362058,76.61665,13-03-2022,11:20,11:35,Cloudy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,30
38.0,4.5,12.935662,77.61413,12.955662,77.63413,13-03-2022,10:10,10:25,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,25
28.0,4.5,23.371292,85.327872,23.421292,85.377872,26-03-2022,19:50,20:05,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30
32.0,4.8,22.745536,75.893106,22.795536,75.943106,19-03-2022,21:35,21:45,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,28
21.0,4.9,12.284747,76.625861,12.414747,76.755861,06-04-2022,21:50,22:05,Fog,Jam,0,Snack,motorcycle,2.0,No,,35
24.0,4.7,22.744648,75.894377,22.814648,75.964377,12-03-2022,21:55,0.916666667,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,17
20.0,4.9,22.753659,75.903365,22.863659,76.013365,06-04-2022,18:35,18:40,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,14
35.0,4.0,23.351489,85.324253,23.461489,85.434253,04-03-2022,20:55,21:10,Cloudy,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,41
24.0,4.8,13.005801,80.250744,13.055801,80.300744,01-03-2022,22:35,22:40,Fog,Low,2,Drinks,scooter,0.0,No,Urban,11
27.0,4.7,17.428294,78.404423,17.518294,78.494423,02-03-2022,20:55,21:05,Sunny,Jam,1,Drinks,motorcycle,,No,Metropolitian,13
20.0,4.8,0.0,0.0,0.03,0.03,05-03-2022,18:20,18:25,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,21
30.0,4.8,11.025083,77.015393,11.045083,77.035393,24-03-2022,10:50,10:55,Windy,Low,1,Snack,scooter,1.0,No,Urban,24
27.0,4.8,26.910262,75.783013,27.000262,75.873013,23-03-2022,20:35,20:45,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20
22.0,5.0,22.569358,88.433452,22.639358,88.503452,16-02-2022,19:40,19:55,Cloudy,Jam,2,Snack,scooter,3.0,No,Metropolitian,44
20.0,4.7,11.010375,76.95295,11.100375,77.04295,02-03-2022,19:55,0.833333333,Cloudy,Jam,0,Buffet,motorcycle,0.0,Yes,,42
24.0,4.7,21.186884,72.793616,21.216884,72.823616,07-03-2022,23:15,23:30,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,16
33.0,4.4,0.0,0.0,0.08,0.08,02-03-2022,17:55,0.75,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,37
34.0,4.8,18.554382,73.798206,18.684382,73.928206,18-03-2022,19:25,19:40,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27
39.0,4.6,17.428294,78.404423,17.468294,78.444423,13-03-2022,16:55,0.708333333,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,18
22.0,4.6,12.972532,77.608179,13.062532,77.698179,06-03-2022,19:40,19:55,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23
29.0,4.5,22.651847,75.881991,22.661847,75.891991,01-04-2022,11:10,11:20,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,11
21.0,4.9,30.89286,75.822199,30.96286,75.892199,16-02-2022,20:50,21:05,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,15
26.0,4.9,26.902328,75.794257,26.982328,75.874257,27-03-2022,22:30,22:40,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,10
39.0,4.0,10.020683,76.310631,10.150683,76.440631,16-02-2022,0.833333333,20:10,Stormy,Jam,0,Snack,motorcycle,3.0,No,Semi-Urban,49
28.0,4.7,9.985697,76.281128,10.005697,76.301128,17-02-2022,11:40,11:45,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,26
25.0,4.5,23.354422,85.3329,23.464422,85.4429,18-03-2022,23:50,23:55,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17
32.0,4.6,10.020683,76.310631,10.060683,76.350631,15-02-2022,15:55,0.666666667,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,31
34.0,4.9,11.016298,76.972076,11.026298,76.982076,01-04-2022,10:25,10:40,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24
30.0,4.8,13.054347,80.257221,13.104347,80.307221,01-03-2022,22:30,22:35,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Urban,19
28.0,4.9,26.90519,75.810753,26.94519,75.850753,01-04-2022,16:20,16:35,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24
28.0,4.7,13.086438,80.220672,13.196438,80.330672,02-04-2022,21:35,21:40,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45
38.0,4.4,21.17106,72.789292,21.18106,72.799292,05-03-2022,08:30,08:45,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26
26.0,5.0,12.323978,76.627961,12.393978,76.697961,20-03-2022,21:15,21:20,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33
30.0,4.7,19.003517,72.82765,19.133517,72.95765,06-04-2022,21:20,21:35,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,36
37.0,4.2,22.32,73.17,22.45,73.3,20-03-2022,20:10,20:25,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,38
38.0,4.7,26.910262,75.783013,26.950262,75.823013,09-03-2022,15:20,15:25,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26
34.0,4.4,22.307898,73.167788,22.397898,73.257788,06-03-2022,18:55,19:05,Sandstorms,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,38
37.0,4.8,18.543626,73.905101,18.603626,73.965101,07-03-2022,21:40,21:55,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30
,,25.450317,81.831681,25.480317,81.861681,11-02-2022,,20:10,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34
25.0,4.6,30.873988,75.842739,31.013988,75.982739,18-02-2022,20:10,20:15,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,20
37.0,4.8,23.351489,85.324253,23.421489,85.394253,06-03-2022,17:25,17:35,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33
29.0,4.9,0.0,0.0,0.11,0.11,18-02-2022,23:30,23:45,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,15
20.0,4.9,11.022169,76.999594,11.032169,77.009594,01-04-2022,08:15,08:25,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,10
32.0,4.8,13.064181,80.236442,13.194181,80.366442,31-03-2022,17:30,17:35,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,47
32.0,4.7,18.56245,73.916619,18.65245,74.006619,23-03-2022,23:15,23:25,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29
36.0,4.7,26.471617,80.313564,26.581617,80.423564,18-02-2022,17:35,17:50,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27
33.0,4.2,22.751234,75.88949,22.881234,76.01949,23-03-2022,17:35,17:40,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31
33.0,4.3,13.045479,80.23311,13.065479,80.25311,07-03-2022,08:25,08:40,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28
20.0,3.9,22.538731,88.364878,22.558731,88.384878,15-02-2022,11:25,11:30,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,44
38.0,4.7,13.049645,80.242268,13.139645,80.332268,10-03-2022,17:40,17:50,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16
26.0,4.2,23.371292,85.327872,23.421292,85.377872,09-03-2022,0.916666667,22:10,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34
35.0,4.6,11.003681,76.975525,11.073681,77.045525,25-03-2022,22:10,22:25,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,18
28.0,4.7,11.003681,76.975525,11.113681,77.085525,02-04-2022,22:30,22:40,Stormy,Low,2,Meal,motorcycle,0.0,No,Urban,16
33.0,4.7,0.0,0.0,0.09,0.09,14-03-2022,22:50,22:55,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27
27.0,4.6,22.308096,73.167753,22.338096,73.197753,01-03-2022,17:15,17:20,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,17
29.0,4.5,12.323194,76.630583,12.353194,76.660583,01-03-2022,0.958333333,23:05,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,12
27.0,4.8,23.211529,77.419399,23.301529,77.509399,16-02-2022,21:35,21:45,Fog,Jam,2,Drinks,motorcycle,1.0,No,,30
22.0,4.0,22.311603,73.165012,22.341603,73.195012,05-03-2022,22:35,22:40,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29
31.0,4.8,26.88842,75.800689,26.90842,75.820689,28-03-2022,10:15,10:20,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,15
25.0,4.5,21.157729,72.768726,21.187729,72.798726,07-03-2022,23:40,23:50,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,19
37.0,4.1,12.933284,77.615428,12.973284,77.655428,21-03-2022,13:15,13:25,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,43
,,26.913726,75.75282,27.053726,75.89282,12-03-2022,,22:40,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23
21.0,4.5,21.175975,72.795503,21.185975,72.805503,09-03-2022,09:30,09:35,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17
28.0,4.8,19.875337,75.316722,19.925337,75.366722,15-02-2022,21:10,21:20,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,19
33.0,4.8,22.745536,75.893106,22.755536,75.903106,01-03-2022,08:10,08:20,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,10
24.0,4.7,23.359033,85.325347,23.389033,85.355347,03-03-2022,19:20,19:30,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,15
26.0,4.3,26.90519,75.810753,26.99519,75.900753,23-03-2022,21:25,21:30,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,38
30.0,4.4,10.027014,76.308053,10.037014,76.318053,13-02-2022,10:30,10:40,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
29.0,4.8,21.186608,72.794136,21.226608,72.834136,19-03-2022,14:10,14:20,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,27
35.0,3.5,18.51421,73.838429,18.60421,73.928429,06-04-2022,20:40,20:55,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,37
,,25.450317,81.831681,25.480317,81.861681,13-02-2022,,0.75,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Urban,21
35.0,4.9,19.120083,72.907385,19.170083,72.957385,03-03-2022,23:20,23:25,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,29
25.0,4.7,12.939496,77.625999,13.069496,77.755999,10-03-2022,0.875,21:05,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,23
21.0,4.8,0.0,0.0,0.11,0.11,16-02-2022,17:55,18:05,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,29
31.0,4.8,19.12663,72.829976,19.23663,72.939976,20-03-2022,23:15,23:30,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,28
29.0,4.8,11.025083,77.015393,11.075083,77.065393,24-03-2022,22:30,22:35,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18
30.0,4.1,12.970324,77.645748,13.080324,77.755748,08-03-2022,17:40,17:55,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,32
22.0,4.8,12.972161,77.596014,12.992161,77.616014,19-03-2022,08:15,08:25,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,10
24.0,4.7,13.026286,80.275235,13.106286,80.355235,25-03-2022,22:50,22:55,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,13
37.0,4.9,12.914264,77.6784,12.964264,77.7284,03-04-2022,20:25,20:40,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,20
29.0,4.6,22.695207,75.866059,22.765207,75.936059,29-03-2022,23:45,1,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,12
24.0,4.6,12.979096,77.640625,13.069096,77.730625,27-03-2022,20:25,20:35,Fog,Jam,2,Meal,scooter,0.0,No,,39
23.0,4.7,18.593481,73.785901,18.723481,73.915901,06-04-2022,18:30,18:40,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,23
36.0,4.8,23.333017,85.3172,23.423017,85.4072,02-03-2022,19:35,19:40,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,37
23.0,4.6,18.593481,73.785901,18.623481,73.815901,24-03-2022,0.833333333,20:10,Windy,Jam,2,Buffet,scooter,0.0,No,,14
32.0,4.6,18.51421,73.838429,18.55421,73.878429,07-03-2022,0.583333333,14:15,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,30
38.0,4.9,13.086438,80.220672,13.096438,80.230672,03-03-2022,11:10,11:25,Stormy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,30
38.0,4.8,18.994049,72.825203,19.054049,72.885203,07-03-2022,18:20,18:35,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,29
22.0,4.9,26.90294,75.793007,26.91294,75.803007,01-04-2022,10:40,10:50,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,16
37.0,4.9,22.744648,75.894377,22.774648,75.924377,01-04-2022,23:15,23:20,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,23
22.0,4.6,0.0,0.0,0.09,0.09,12-02-2022,20:15,20:20,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,37
32.0,4.9,13.026286,80.275235,13.096286,80.345235,29-03-2022,21:55,22:05,Fog,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,51
32.0,4.6,21.173493,72.801953,21.263493,72.891953,14-03-2022,22:20,22:25,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24
36.0,4.7,0.0,0.0,0.03,0.03,05-04-2022,23:40,23:45,Fog,Low,1,Snack,scooter,,No,Urban,17
21.0,4.0,26.47,80.35,26.58,80.46,18-02-2022,21:15,21:30,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32
37.0,4.8,11.000762,76.981876,11.060762,77.041876,28-03-2022,17:40,17:55,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29
27.0,4.6,26.891191,75.802083,26.901191,75.812083,24-03-2022,09:30,09:35,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18
25.0,4.9,22.74806,75.8934,22.83806,75.9834,06-04-2022,19:25,19:40,Stormy,Jam,2,Meal,electric_scooter,,No,Urban,29
32.0,4.9,11.010375,76.95295,11.080375,77.02295,04-03-2022,1,24:05:00,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27
25.0,4.6,18.994049,72.825203,19.074049,72.905203,29-03-2022,22:10,22:15,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,22
25.0,4.8,30.340722,78.060221,30.420722,78.140221,16-02-2022,17:20,17:25,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Urban,30
32.0,4.6,11.001753,76.986241,11.021753,77.006241,24-03-2022,10:30,10:40,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,24
36.0,4.6,18.536562,73.896485,18.616562,73.976485,23-03-2022,22:45,22:55,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,39
26.0,4.7,19.055831,72.833984,19.185831,72.963984,29-03-2022,20:15,20:20,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,18
30.0,4.8,26.905287,75.794592,26.945287,75.834592,01-04-2022,15:55,0.666666667,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25
28.0,3.3,18.927584,72.832585,19.007584,72.912585,23-03-2022,22:15,22:30,Sunny,Low,2,Buffet,electric_scooter,2.0,No,Metropolitian,43
,,12.949934,77.699386,12.969934,77.719386,15-03-2022,,08:45,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,24
23.0,4.1,22.547186,88.35068,22.637186,88.44068,16-02-2022,21:20,21:30,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,,36
20.0,4.6,-26.474133,80.3481,26.604133,80.4781,12-02-2022,19:20,19:35,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Urban,22
36.0,4.2,19.221315,72.862381,19.291315,72.932381,06-04-2022,0.833333333,20:15,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,38
,,21.160437,72.774209,21.180437,72.794209,01-03-2022,11:10,11:15,Windy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,29
23.0,4.3,18.530963,73.828972,18.640963,73.938972,25-03-2022,17:50,17:55,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,35
35.0,4.7,0.0,0.0,0.13,0.13,10-03-2022,22:30,22:45,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24
28.0,4.8,13.029198,77.570997,13.159198,77.700997,23-03-2022,21:40,21:50,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,26
28.0,4.6,26.766536,75.837333,26.826536,75.897333,01-04-2022,21:25,21:35,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,11
30.0,4.9,13.058616,80.264151,13.168616,80.374151,08-03-2022,23:10,23:20,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,24
27.0,4.8,22.310329,73.169083,22.420329,73.279083,04-04-2022,19:30,19:40,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,17
30.0,4.2,26.913726,75.75282,27.003726,75.842821,06-03-2022,20:15,20:30,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47
21.0,4.8,18.543626,73.905101,18.563626,73.925101,01-03-2022,09:55,10:05,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,10
32.0,4.8,23.359194,85.325447,23.419194,85.385447,09-03-2022,0.833333333,20:05,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,20
36.0,4.6,21.149669,72.772629,21.209669,72.832629,03-04-2022,21:30,21:40,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26
38.0,4.9,10.035573,76.336958,10.045573,76.346958,15-02-2022,11:35,11:40,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,38
23.0,4.7,22.310329,73.169083,22.370329,73.229083,07-03-2022,18:55,19:05,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26
38.0,3.6,17.431668,78.408321,17.521668,78.498321,20-03-2022,21:30,21:35,Windy,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,40
37.0,4.8,19.178321,72.834715,19.198321,72.854715,26-03-2022,08:10,08:20,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22
